,,ClusterLabel
43.32,27.8,o
43.32,27.81,o
43.32,27.81,o
43.32,27.81,o
43.32,27.81,o
43.32,27.81,o
43.32,27.81,o
43.29,27.81,o
43.29,27.81,o
43.29,27.81,o
43.29,27.81,o
43.29,27.81,o
43.29,27.82,o
43.29,27.82,o
43.25,27.83,o
43.29,27.82,o
43.32,27.82,o
43.32,27.83,o
43.32,27.82,o
43.32,27.81,o
43.25,27.83,o
43.29,27.81,o
43.29,27.83,o
43.29,27.82,o
43.29,27.82,o
43.25,27.82,o
43.25,27.83,o
43.25,27.83,o
43.29,27.83,o
43.29,27.83,o
43.29,27.83,o
43.29,27.84,o
43.29,27.83,o
43.25,27.84,o
43.25,27.84,o
43.25,27.83,o
43.29,27.83,o
43.35,27.83,o
43.45,27.83,o
43.49,27.83,o
43.49,27.82,o
43.45,27.82,o
43.45,27.81,o
43.42,27.81,o
43.45,27.82,o
43.49,27.82,o
43.69,27.82,o
43.79,27.83,o
43.85,27.83,o
43.92,27.83,o
43.95,27.83,o
43.98,27.84,o
44.02,27.83,o
44.05,27.82,o
43.92,27.83,o
43.82,27.82,o
43.79,27.81,o
43.75,27.81,o
43.82,27.82,o
43.85,27.83,o
43.88,27.83,o
44.05,27.83,o
44.12,27.83,o
44.15,27.83,o
44.18,27.83,o
44.25,27.83,o
44.32,27.83,o
44.35,27.83,o
44.38,27.83,o
44.38,27.83,o
44.38,27.83,o
44.38,27.82,o
44.38,27.82,o
44.38,27.82,o
44.42,27.83,o
44.45,27.84,o
44.48,27.82,o
44.55,27.82,o
44.55,27.83,o
44.55,27.83,o
44.58,27.83,o
44.52,27.83,o
44.52,27.83,o
44.55,27.83,o
44.58,27.81,o
44.58,27.81,o
44.61,27.81,o
44.58,27.82,o
44.61,27.81,o
44.61,27.82,o
44.65,27.81,o
44.65,27.81,o
44.65,27.81,o
44.65,27.8,o
44.65,27.8,o
44.65,27.81,o
44.68,27.81,o
44.68,27.81,o
44.65,27.8,o
44.65,27.8,o
44.61,27.8,o
44.55,27.8,o
44.52,27.8,o
44.58,27.8,o
44.58,27.8,o
44.52,27.8,o
44.55,27.8,o
44.65,27.79,o
44.61,27.78,o
44.61,27.79,o
44.55,27.78,o
44.52,27.77,o
44.52,27.76,o
44.48,27.76,o
44.45,27.76,o
44.45,27.77,o
44.48,27.77,o
44.45,27.78,o
44.45,27.79,o
44.48,27.81,o
44.45,27.81,o
44.42,27.81,o
44.42,27.81,o
44.38,27.8,o
44.35,27.79,o
44.32,27.77,o
44.38,27.74,o
44.52,27.73,o
44.65,27.72,o
44.71,27.73,o
44.85,27.73,o
44.78,27.74,o
44.71,27.73,o
45.18,27.75,o
46.26,27.84,o
49.26,27.98,o
53.06,28.11,o
51.12,28.27,o
49.48,28.4,o
74.17,36.39,n
82.61,41.45,n
82.79,45.53,n
75.74,49.9,o
66.97,54.08,o
47.28,56.56,o
49.42,51.55,o
56.32,47.09,o
65.57,43.24,o
76.45,40.45,n
82.97,38.4,n
83.97,36.77,n
85.14,35.43,n
85.77,34.35,n
86.68,33.83,n
88.34,33.35,n
88.61,32.6,n
88.04,31.6,n
88.26,30.9,n
88.41,30.18,n
88.8,29.66,n
89.39,29.25,n
90.12,29.0,n
90.55,28.7,n
90.99,28.49,n
91.4,28.29,n
91.61,28.11,n
91.61,27.91,n
91.32,27.75,n
90.17,27.55,n
89.34,27.44,n
88.49,27.33,n
85.9,27.18,n
83.25,27.17,n
83.74,27.21,n
85.19,27.17,n
84.84,27.12,n
82.27,27.04,n
79.59,26.99,n
75.71,26.81,n
71.21,26.76,n
71.97,26.72,n
72.31,26.69,n
72.17,26.62,n
73.23,26.63,n
72.42,26.59,n
70.87,26.53,n
67.49,26.43,n
65.86,26.37,n
65.65,26.38,n
66.06,26.37,n
66.44,26.37,n
65.8,26.33,n
64.74,26.29,n
62.66,26.27,o
62.69,26.32,o
62.09,26.34,o
60.47,26.34,o
59.61,26.37,o
60.92,26.37,o
59.98,26.34,o
59.07,26.35,o
58.94,26.35,o
59.19,26.39,o
58.3,26.41,o
58.55,26.43,o
58.61,26.43,o
57.47,26.43,o
57.22,26.44,o
56.63,26.44,o
56.67,26.45,o
55.79,26.47,o
57.31,26.51,o
58.24,26.53,o
55.2,26.52,o
54.89,26.52,o
55.89,26.53,o
56.2,26.55,o
54.01,26.54,o
54.89,26.56,o
55.2,26.6,o
53.41,26.62,o
55.14,26.66,o
54.73,26.68,o
53.54,26.72,o
52.46,26.73,o
52.56,26.78,o
52.87,26.8,o
52.62,26.83,o
51.67,26.87,o
51.22,26.89,o
51.54,26.93,o
53.19,26.97,o
52.62,27.01,o
51.57,27.02,o
50.8,27.05,o
50.51,27.07,o
50.26,27.1,o
50.35,27.13,o
51.92,27.16,o
52.65,27.19,o
52.43,27.2,o
51.35,27.22,o
51.47,27.25,o
51.47,27.27,o
50.96,27.31,o
50.93,27.33,o
50.39,27.37,o
50.13,27.39,o
49.74,27.42,o
49.16,27.43,o
48.48,27.45,o
48.06,27.47,o
47.77,27.5,o
47.54,27.52,o
47.41,27.55,o
47.31,27.57,o
47.18,27.58,o
47.05,27.6,o
47.02,27.62,o
46.95,27.64,o
46.95,27.65,o
46.89,27.67,o
46.82,27.67,o
46.75,27.68,o
46.69,27.71,o
46.62,27.72,o
46.59,27.73,o
46.56,27.73,o
46.49,27.75,o
46.46,27.75,o
46.43,27.75,o
46.39,27.77,o
46.36,27.79,o
46.33,27.78,o
46.3,27.79,o
46.26,27.8,o
46.23,27.82,o
46.16,27.82,o
46.16,27.83,o
46.1,27.82,o
46.1,27.84,o
46.07,27.84,o
46.03,27.85,o
46.03,27.85,o
46.0,27.87,o
45.97,27.87,o
45.9,27.88,o
45.9,27.88,o
45.87,27.89,o
45.87,27.9,o
45.84,27.9,o
45.84,27.9,o
45.77,27.9,o
45.77,27.89,o
45.77,27.89,o
45.77,27.91,o
45.77,27.91,o
45.74,27.91,o
45.7,27.9,o
45.7,27.92,o
45.7,27.9,o
45.7,27.92,o
45.64,27.93,o
45.64,27.93,o
45.6,27.92,o
45.6,27.92,o
45.6,27.93,o
45.57,27.94,o
45.57,27.93,o
45.57,27.94,o
45.57,27.94,o
45.54,27.94,o
45.54,27.94,o
45.51,27.94,o
45.51,27.95,o
45.47,27.95,o
45.47,27.95,o
45.51,27.96,o
45.44,27.95,o
45.44,27.96,o
45.44,27.95,o
45.44,27.96,o
45.44,27.96,o
45.41,27.96,o
45.41,27.97,o
45.37,27.97,o
45.44,27.97,o
45.41,27.96,o
45.37,27.97,o
45.37,27.96,o
45.37,27.97,o
45.37,27.98,o
45.37,27.96,o
45.34,27.97,o
45.31,27.98,o
45.31,27.98,o
45.31,27.98,o
45.31,27.97,o
45.28,27.98,o
45.31,27.98,o
45.24,27.99,o
45.28,27.98,o
45.28,27.99,o
45.24,27.99,o
45.24,27.99,o
45.28,27.98,o
45.28,28.0,o
45.24,27.99,o
45.24,27.98,o
45.24,27.99,o
45.24,27.99,o
45.24,27.99,o
45.24,27.99,o
45.21,27.99,o
45.21,27.99,o
45.21,27.99,o
45.21,27.99,o
45.21,27.99,o
45.21,27.99,o
45.18,27.99,o
45.18,27.99,o
45.18,27.99,o
45.18,28.0,o
45.18,27.99,o
45.18,27.98,o
45.18,28.0,o
45.18,27.99,o
45.18,28.0,o
45.14,27.99,o
45.14,27.99,o
45.14,27.99,o
45.11,28.0,o
45.11,28.01,o
45.11,28.0,o
45.11,27.99,o
45.11,28.0,o
45.11,28.0,o
45.11,28.0,o
45.11,28.0,o
45.11,28.01,o
45.11,28.01,o
45.11,28.01,o
45.11,28.01,o
45.08,28.0,o
45.11,28.01,o
45.08,28.01,o
45.08,28.01,o
45.08,28.01,o
45.08,28.01,o
45.08,28.01,o
45.04,28.0,o
45.04,28.0,o
45.04,27.99,o
45.04,28.0,o
45.04,28.0,o
45.04,28.0,o
45.04,27.99,o
45.04,28.0,o
45.04,28.0,o
45.04,28.0,o
45.04,28.0,o
45.04,28.01,o
45.04,28.0,o
45.04,28.01,o
45.04,28.0,o
45.04,28.01,o
45.01,28.01,o
45.04,28.01,o
45.01,28.01,o
44.98,28.01,o
45.01,28.01,o
45.01,28.01,o
45.01,28.01,o
45.01,28.0,o
44.98,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.0,o
44.98,28.01,o
44.98,28.02,o
44.98,28.01,o
44.95,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.0,o
44.98,28.0,o
44.98,28.0,o
44.98,28.01,o
44.98,28.01,o
44.98,28.01,o
44.98,28.0,o
44.98,28.01,o
44.98,28.02,o
44.98,28.01,o
44.95,28.01,o
44.98,28.01,o
44.95,28.02,o
44.98,28.01,o
44.95,28.01,o
44.95,28.0,o
44.95,28.0,o
44.95,28.01,o
44.95,28.0,o
44.98,28.0,o
44.95,28.01,o
44.95,28.0,o
44.95,28.0,o
44.95,28.0,o
44.95,28.01,o
44.95,28.0,o
44.95,28.01,o
44.95,28.01,o
44.95,28.01,o
44.95,28.01,o
44.95,28.01,o
44.95,28.01,o
44.95,28.0,o
44.95,28.01,o
44.95,28.0,o
44.95,28.01,o
44.95,28.0,o
44.95,28.0,o
44.95,28.01,o
44.95,28.01,o
44.91,28.01,o
44.95,28.01,o
44.91,28.01,o
44.91,28.01,o
44.91,28.01,o
44.91,28.01,o
44.95,28.01,o
44.91,28.01,o
44.91,28.01,o
44.91,28.01,o
44.91,28.02,o
44.91,28.01,o
44.91,28.01,o
44.91,28.0,o
44.91,28.01,o
44.91,28.01,o
44.88,28.01,o
44.91,28.02,o
44.91,28.01,o
44.91,28.01,o
44.91,28.0,o
44.91,28.01,o
44.91,28.01,o
44.91,28.01,o
44.91,28.01,o
44.91,28.01,o
44.91,28.01,o
44.91,27.99,o
44.91,28.0,o
44.88,28.01,o
44.88,28.01,o
44.85,28.01,o
44.91,28.01,o
44.91,28.0,o
44.91,28.01,o
44.88,28.0,o
44.88,28.01,o
44.88,28.01,o
44.88,28.01,o
44.88,28.0,o
44.88,28.01,o
44.91,28.0,o
44.91,28.0,o
44.91,28.01,o
44.91,28.0,o
44.88,28.02,o
44.91,28.0,o
44.91,28.0,o
44.91,28.01,o
44.88,28.01,o
44.88,28.0,o
44.91,28.01,o
44.88,28.0,o
44.88,28.01,o
44.91,28.01,o
44.88,28.01,o
44.91,28.01,o
44.88,28.01,o
44.88,28.0,o
44.91,28.0,o
44.88,28.02,o
44.88,28.01,o
44.88,28.01,o
44.91,28.01,o
44.88,28.01,o
44.88,28.01,o
44.88,28.01,o
44.88,28.0,o
44.85,28.0,o
44.88,28.02,o
44.91,28.01,o
44.91,28.01,o
44.88,28.0,o
44.88,28.01,o
44.88,28.01,o
44.88,28.0,o
44.88,28.01,o
44.85,28.01,o
44.88,28.0,o
44.88,28.0,o
44.88,28.01,o
44.88,28.01,o
44.88,28.01,o
44.88,28.01,o
44.88,28.01,o
44.88,28.01,o
44.85,28.01,o
44.85,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.85,28.01,o
44.85,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.85,27.99,o
44.85,28.0,o
44.88,28.01,o
44.88,28.0,o
44.85,27.99,o
44.85,28.0,o
44.85,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.85,28.0,o
44.85,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.02,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.81,28.01,o
44.85,28.0,o
44.81,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.85,28.01,o
44.81,28.01,o
44.85,28.02,o
44.81,28.0,o
44.81,28.01,o
44.81,28.01,o
44.81,28.01,o
44.85,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.81,28.01,o
44.85,27.99,o
44.85,28.0,o
44.85,28.0,o
44.81,28.0,o
44.85,28.02,o
44.85,28.01,o
44.81,28.02,o
44.81,28.02,o
44.81,28.01,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.03,o
44.78,28.03,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.03,o
44.78,28.04,o
44.78,28.03,o
44.75,28.04,o
44.75,28.03,o
44.71,28.03,o
44.75,28.03,o
44.78,28.03,o
44.75,28.03,o
44.78,28.03,o
44.75,28.03,o
44.78,28.03,o
44.78,28.03,o
44.75,28.03,o
44.78,28.03,o
44.78,28.03,o
44.75,28.03,o
44.75,28.04,o
44.75,28.03,o
44.75,28.03,o
44.75,28.05,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.04,o
44.75,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.05,o
44.71,28.03,o
44.71,28.04,o
44.75,28.04,o
44.75,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.05,o
44.75,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.75,28.03,o
44.75,28.02,o
44.75,28.03,o
44.75,28.03,o
44.75,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.02,o
44.71,28.03,o
44.71,28.03,o
44.71,28.02,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.02,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.05,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.04,o
44.71,28.02,o
44.71,28.03,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.03,o
44.71,28.04,o
44.71,28.05,o
44.71,28.03,o
44.71,28.04,o
44.68,28.04,o
44.68,28.04,o
44.71,28.04,o
44.68,28.03,o
44.71,28.04,o
44.71,28.04,o
44.68,28.04,o
44.71,28.03,o
44.68,28.02,o
44.68,28.02,o
44.68,28.03,o
44.68,28.03,o
44.65,28.02,o
44.68,28.02,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.71,28.03,o
44.71,28.03,o
44.68,28.04,o
44.71,28.03,o
44.68,28.03,o
44.71,28.03,o
44.68,28.03,o
44.68,28.03,o
44.68,28.04,o
44.68,28.03,o
44.68,28.03,o
44.65,28.03,o
44.68,28.02,o
44.65,28.04,o
44.65,28.03,o
44.65,28.03,o
44.68,28.02,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.68,28.03,o
44.68,28.04,o
44.68,28.03,o
44.65,28.02,o
44.68,28.03,o
44.68,28.02,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.65,28.02,o
44.65,28.02,o
44.68,28.03,o
44.65,28.03,o
44.68,28.03,o
44.65,28.03,o
44.68,28.03,o
44.68,28.04,o
44.71,28.03,o
44.68,28.04,o
44.68,28.03,o
44.68,28.03,o
44.65,28.02,o
44.65,28.04,o
44.65,28.03,o
44.65,28.04,o
44.65,28.02,o
44.61,28.03,o
44.61,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.04,o
44.65,28.03,o
44.65,28.04,o
44.68,28.03,o
44.65,28.03,o
44.65,28.02,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.01,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.02,o
44.65,28.02,o
44.65,28.02,o
44.61,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.01,o
44.65,28.02,o
44.61,28.02,o
44.61,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.61,28.02,o
44.65,28.03,o
44.61,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.01,o
44.65,28.01,o
44.65,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.01,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.02,o
44.61,28.03,o
44.61,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.02,o
44.61,28.01,o
44.65,28.02,o
44.61,28.03,o
44.65,28.02,o
44.61,28.03,o
44.61,28.02,o
44.61,28.02,o
44.61,28.02,o
44.61,28.03,o
44.61,28.03,o
44.58,28.03,o
44.58,28.04,o
44.65,28.03,o
44.61,28.02,o
44.61,28.03,o
44.61,28.03,o
44.61,28.02,o
44.58,28.03,o
44.61,28.02,o
44.58,28.02,o
44.58,28.02,o
44.61,28.01,o
44.58,28.01,o
44.58,28.02,o
44.58,28.04,o
44.58,28.02,o
44.58,28.03,o
44.58,28.03,o
44.58,28.04,o
44.61,28.03,o
44.61,28.03,o
44.61,28.03,o
44.58,28.03,o
44.61,28.02,o
44.61,28.02,o
44.61,28.02,o
44.61,28.04,o
44.61,28.03,o
44.61,28.03,o
44.61,28.03,o
44.58,28.02,o
44.61,28.04,o
44.58,28.02,o
44.58,28.03,o
44.58,28.02,o
44.58,28.03,o
44.58,28.02,o
44.58,28.02,o
44.55,28.03,o
44.55,28.02,o
44.55,28.02,o
44.58,28.02,o
44.58,28.02,o
44.58,28.01,o
44.61,28.02,o
44.58,28.02,o
44.58,28.02,o
44.61,28.03,o
44.61,28.01,o
44.58,28.02,o
44.61,28.01,o
44.61,28.01,o
44.61,28.02,o
44.61,28.03,o
44.58,28.01,o
44.58,28.02,o
44.61,28.02,o
44.61,28.01,o
44.58,28.0,o
44.61,28.02,o
44.58,28.0,o
44.61,28.0,o
44.58,28.01,o
44.58,28.0,o
44.58,28.0,o
44.58,28.0,o
44.58,28.01,o
44.58,28.01,o
44.58,27.99,o
44.58,28.0,o
44.58,28.01,o
44.58,28.0,o
44.58,28.01,o
44.65,28.0,o
44.61,28.0,o
44.61,28.0,o
44.58,28.0,o
44.65,28.0,o
44.61,27.99,o
44.61,28.0,o
44.65,28.01,o
44.61,28.0,o
44.61,27.99,o
44.61,28.01,o
44.61,27.99,o
44.65,27.99,o
44.65,28.0,o
44.61,28.0,o
44.58,27.99,o
44.61,27.99,o
44.61,28.0,o
44.65,28.0,o
44.61,28.0,o
44.61,28.0,o
44.61,27.99,o
44.61,27.99,o
44.61,28.0,o
44.61,27.99,o
44.61,27.99,o
44.58,27.99,o
44.61,27.99,o
44.61,27.98,o
44.61,27.99,o
44.58,27.99,o
44.58,27.99,o
44.58,27.98,o
44.58,27.99,o
44.58,27.98,o
44.61,27.99,o
44.65,27.99,o
44.61,27.98,o
44.58,27.97,o
44.58,27.96,o
44.61,27.94,o
44.65,27.94,o
44.68,27.93,o
44.68,27.93,o
44.68,27.92,o
44.65,27.91,o
44.65,27.91,o
44.58,27.91,o
44.52,27.9,o
44.48,27.91,o
44.45,27.9,o
44.32,27.91,o
44.25,27.9,o
44.22,27.88,o
44.18,27.87,o
44.15,27.86,o
44.15,27.86,o
44.12,27.85,o
44.12,27.83,o
44.12,27.82,o
44.15,27.83,o
44.12,27.82,o
44.12,27.83,o
44.08,27.83,o
44.08,27.83,o
44.05,27.82,o
44.02,27.8,o
44.05,27.82,o
43.98,27.81,o
43.98,27.81,o
43.98,27.79,o
43.92,27.79,o
43.85,27.78,o
43.79,27.77,o
43.75,27.77,o
43.75,27.76,o
43.79,27.76,o
43.85,27.77,o
43.88,27.76,o
43.85,27.75,o
43.85,27.75,o
43.85,27.74,o
43.85,27.73,o
43.85,27.73,o
43.88,27.71,o
43.85,27.72,o
43.82,27.72,o
43.79,27.69,o
43.82,27.68,o
43.92,27.69,o
43.85,27.69,o
43.85,27.68,o
43.82,27.68,o
43.82,27.66,o
43.79,27.65,o
43.79,27.67,o
43.79,27.67,o
43.72,27.66,o
43.65,27.65,o
43.65,27.66,o
43.65,27.66,o
43.62,27.66,o
43.59,27.65,o
43.55,27.65,o
43.55,27.63,o
43.55,27.61,o
43.59,27.62,o
43.59,27.62,o
43.55,27.61,o
43.55,27.61,o
43.55,27.6,o
43.52,27.6,o
43.52,27.61,o
43.55,27.59,o
43.52,27.57,o
43.55,27.58,o
43.52,27.55,o
43.52,27.55,o
43.49,27.56,o
43.45,27.55,o
43.45,27.55,o
43.45,27.53,o
43.45,27.52,o
43.45,27.53,o
